entry	ensembl	entry_name	reviewed	protein_names	gene_names	length	organism	organism_id	pfam	supfam
Q8T913		FANCL_DROME	reviewed	E3 ubiquitin-protein ligase Fancl (EC 2.3.2.27) (Fanconi anemia group L protein homolog)	Fancl FAL CG12812	381	Drosophila melanogaster (Fruit fly)	7227	PF11793;PF09765;PF18890;PF18891;	
Q8T9B6		MESD_DROME	reviewed	LDLR chaperone boca	boca CG30498	180	Drosophila melanogaster (Fruit fly)	7227	PF10185;	
Q8WSF3		FDL_DROME	reviewed	Probable beta-hexosaminidase fdl (EC 3.2.1.52) (Protein fused lobes)	fdl CG8824	660	Drosophila melanogaster (Fruit fly)	7227	PF00728;PF14845;	SSF51445;SSF55545;
Q94515		DEGS1_DROME	reviewed	Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Degenerative spermatocyte homolog 1) (DES-1) (Dihydroceramide desaturase-1)	ifc CG9078	321	Drosophila melanogaster (Fruit fly)	7227	PF00487;PF08557;	
Q94517		HDAC1_DROME	reviewed	Histone deacetylase HDAC1 (HD) (EC 3.5.1.98)	HDAC1 Rpd3 CG7471	521	Drosophila melanogaster (Fruit fly)	7227	PF00850;	SSF52768;
Q94521		DNAT_DROME	reviewed	Arylalkylamine N-acetyltransferase 1 (EC 2.3.1.87) (Dopamine N-acetyltransferase)	speck AANAT1 Dat NAT1 CG3318	275	Drosophila melanogaster (Fruit fly)	7227	PF00583;	SSF55729;
Q94522		SUCA_DROME	reviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha) (Succinyl-coenzyme A synthetase alpha subunit 1)	Scsalpha1 Scsalpha CG1065	328	Drosophila melanogaster (Fruit fly)	7227	PF02629;PF00549;	SSF51735;SSF52210;
Q94523		SDHA_DROME	reviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP) (Succinyl coenzyme A synthetase flavoprotein subunit)	SdhA Scs-fp CG17246	661	Drosophila melanogaster (Fruit fly)	7227	PF00890;PF02910;	SSF51905;SSF46977;SSF56425;
Q94524		DYLT_DROME	reviewed	Dynein light chain Tctex-type (TCTEX-1 protein homolog)	Dlc90F Tctex CG12363	111	Drosophila melanogaster (Fruit fly)	7227	PF03645;	
Q94526		ORK1_DROME	reviewed	Open rectifier potassium channel protein 1 (Two pore domain potassium channel Ork1)	Ork1 CG1615	1001	Drosophila melanogaster (Fruit fly)	7227	PF07885;	SSF81324;
Q94527		NFKB1_DROME	reviewed	Nuclear factor NF-kappa-B p110 subunit (Rel-p110) (Relish protein) [Cleaved into: Nuclear factor NF-kappa-B p68 subunit (Rel-p68); Nuclear factor NF-kappa-B p49 subunit (Rel-p49)]	Rel CG11992	971	Drosophila melanogaster (Fruit fly)	7227	PF12796;PF16179;PF00554;	SSF48403;SSF81296;SSF49417;
Q94535		U2AF1_DROME	reviewed	Splicing factor U2af 38 kDa subunit (U2 auxiliary factor 38 kDa subunit) (U2 snRNP auxiliary factor small subunit)	U2af38 CG3582	264	Drosophila melanogaster (Fruit fly)	7227	PF00076;PF00642;	SSF54928;
Q94545		ASH2_DROME	reviewed	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Absent, small, or homeotic discs protein 2)	ash2 CG6677	556	Drosophila melanogaster (Fruit fly)	7227	PF21198;PF21257;PF00622;	SSF49899;SSF57903;
Q94547		RGA_DROME	reviewed	Regulator of gene activity (Protein regena) (CCR4-NOT transcription complex subunit 2 homolog) (CNOT2) (Not2)	Rga Not2 CG2161	585	Drosophila melanogaster (Fruit fly)	7227	PF04153;	
Q94887		NRX4_DROME	reviewed	Neurexin-4 (Neurexin IV)	Nrx-IV Nrx CG6827	1284	Drosophila melanogaster (Fruit fly)	7227	PF00008;PF00754;PF02210;	SSF49899;SSF49785;
Q94899		CSN2_DROME	reviewed	COP9 signalosome complex subunit 2 (Dch2) (Signalosome subunit 2) (Alien protein)	alien CSN2 CG9556	444	Drosophila melanogaster (Fruit fly)	7227	PF25983;PF01399;	SSF46785;
Q94900		GLUCL_DROME	reviewed	Glutamate-gated chloride channel (DrosGluCl)	GluClalpha GluCl CG7535	456	Drosophila melanogaster (Fruit fly)	7227	PF02931;PF02932;	SSF90112;SSF63712;
Q94901		LARK_DROME	reviewed	RNA-binding protein lark	lark CG8597	352	Drosophila melanogaster (Fruit fly)	7227	PF00076;PF00098;	SSF54928;
Q94918		VEIN_DROME	reviewed	Protein vein (Epidermal growth factor-like protein) (Protein defective dorsal discs)	vn ddd CG10491	623	Drosophila melanogaster (Fruit fly)	7227	PF07679;PF24700;	SSF57196;SSF48726;
Q94920		VDAC_DROME	reviewed	Voltage-dependent anion-selective channel (DmVDAC) (Porin)	porin POR-1 VDAC CG6647	282	Drosophila melanogaster (Fruit fly)	7227	PF01459;	
Q94981		ARI1_DROME	reviewed	E3 ubiquitin-protein ligase ariadne-1 (EC 2.3.2.31) (Protein ariadne-1) (RING-type E3 ubiquitin transferase ariadne-1)	ari-1 ari ari-1a CG5659	503	Drosophila melanogaster (Fruit fly)	7227	PF19422;PF01485;PF22191;PF21235;PF00097;	SSF57850;
Q95028		LDH_DROME	reviewed	L-lactate dehydrogenase (EC 1.1.1.27)	Ldh Imp-L3 ImpL3 CG10160	332	Drosophila melanogaster (Fruit fly)	7227	PF02866;PF00056;	SSF56327;SSF51735;
Q95029		CATL1_DROME	reviewed	Cathepsin L1 (EC 3.4.22.15) (Cysteine proteinase 1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]	CtsL1 Cp1 fs(2)50Ca CG6692	371	Drosophila melanogaster (Fruit fly)	7227	PF08246;PF00112;	SSF54001;
Q95078		CP18A_DROME	reviewed	Cytochrome P450 18a1 (EC 1.14.-.-) (CYPXVIIIA1)	Cyp18a1 CYP18 Eig17-1 CG6816	538	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q95NH6		ATTC_DROME	reviewed	Attacin-C [Cleaved into: Immune-induced peptide 16 (DIM-16) (DIM16) (MPAC)]	AttC IM16 CG4740	241	Drosophila melanogaster (Fruit fly)	7227	PF03769;PF03768;	
Q95RA8		MOB1_DROME	reviewed	MOB kinase activator-like 1 (Mob as tumor suppressor protein 1) (Dmob1) (Mps one binder kinase activator-like 1)	mats CG13852	219	Drosophila melanogaster (Fruit fly)	7227	PF03637;	SSF101152;
Q95RC0		NA30A_DROME	reviewed	N-alpha-acetyltransferase 30A (EC 2.3.1.256) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	Naa30A CG11412	377	Drosophila melanogaster (Fruit fly)	7227	PF00583;	SSF55729;
Q95RG8		GIT_DROME	reviewed	ARF GTPase-activating protein Git (ARF GAP GIT) (dGIT protein) (G protein-coupled receptor kinase interacting ArfGAP)	Git arfgap2 CG16728	731	Drosophila melanogaster (Fruit fly)	7227	PF12796;PF01412;PF12205;PF08518;	SSF48403;SSF57863;
Q95RJ9		EBI_DROME	reviewed	F-box-like/WD repeat-containing protein ebi	ebi CG4063	700	Drosophila melanogaster (Fruit fly)	7227	PF08513;PF00400;	SSF50998;
Q95RQ4		ERI2_DROME	reviewed	3'-5' exonuclease Snipper (EC 3.1.15.-) (ERI1 exoribonuclease 2)	Snp CG6393 CG44248	281	Drosophila melanogaster (Fruit fly)	7227	PF00929;	SSF53098;
Q95RQ8		PITA_DROME	reviewed	Zinc finger protein pita (Protein spotted-dick)	pita spdk CG3941	683	Drosophila melanogaster (Fruit fly)	7227	PF07776;PF00096;	SSF57667;SSF57716;
Q95RR8		PAN3_DROME	reviewed	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3 CG11486	790	Drosophila melanogaster (Fruit fly)	7227	PF16051;PF18101;	SSF56112;
Q95RU0		CUE_DROME	reviewed	Protein cueball	cue CG12086	644	Drosophila melanogaster (Fruit fly)	7227	PF00058;	SSF57196;SSF63825;
Q95RV2		CAV_DROME	reviewed	Telomere-binding protein cav (Anonymous fast evolving 1G5) (HP1/ORC-associated protein) (HOAP p55) (Protein caravaggio)	cav anon fe 1G5 anon1G5 Hoap IG5 CG6219	345	Drosophila melanogaster (Fruit fly)	7227		
Q95RW8		OPTIX_DROME	reviewed	Protein Optix (Homeobox protein SIX3) (D-Six3)	Optix opt Six3 CG18455	487	Drosophila melanogaster (Fruit fly)	7227	PF00046;PF16878;	SSF46689;
Q95SP2		HRD1_DROME	reviewed	E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase HRD1) (Septin-interacting protein 3) (Synoviolin)	sip3 Syno CG1937	626	Drosophila melanogaster (Fruit fly)	7227	PF25563;PF13639;	SSF57850;
Q95ST2		WLS_DROME	reviewed	Protein wntless (Evenness interrupted) (Sprinter)	wls evi srt CG6210	594	Drosophila melanogaster (Fruit fly)	7227	PF06664;PF21883;	
Q95SX8		NAA60_DROME	reviewed	N-alpha-acetyltransferase 60 (dNaa60) (EC 2.3.1.259) (EC 2.3.1.48) (NatF catalytic subunit)	Naa60 CG18177	276	Drosophila melanogaster (Fruit fly)	7227	PF00583;	SSF55729;
Q95T12		FLOWR_DROME	reviewed	Calcium channel flower (3L5)	fwe flower CG6151	194	Drosophila melanogaster (Fruit fly)	7227	PF10233;	
Q95T64		PGPLA_DROME	reviewed	Peptidoglycan-recognition protein LA	PGRP-LA CG32042	368	Drosophila melanogaster (Fruit fly)	7227	PF01510;	SSF55846;
Q95TJ9		CYCG_DROME	reviewed	Cyclin G	CycG CG11525	566	Drosophila melanogaster (Fruit fly)	7227	PF00134;	SSF47954;
Q95TS5		INT9_DROME	reviewed	Integrator complex subunit 9	IntS9 CG5222	654	Drosophila melanogaster (Fruit fly)	7227	PF10996;PF21382;PF16661;	SSF56281;
Q95TU8		UNC5_DROME	reviewed	Netrin receptor unc-5 (Unc5 netrin receptor)	unc-5 CG8166	1072	Drosophila melanogaster (Fruit fly)	7227	PF00531;PF13927;PF00090;PF25609;PF17217;PF00791;	SSF47986;SSF48726;SSF82895;
Q95U54		MMS19_DROME	reviewed	MMS19 nucleotide excision repair protein	Mms19 NEST:bs07f08 CG12005	959	Drosophila melanogaster (Fruit fly)	7227	PF12460;PF14500;	SSF48371;
Q95UN8		M3KSL_DROME	reviewed	Mitogen-activated protein kinase kinase kinase (EC 2.7.11.25) (Mixed lineage kinase) (Protein slipper) (dMLK)	slpr Mlk2 CG2272	1161	Drosophila melanogaster (Fruit fly)	7227	PF07714;PF00018;	SSF56112;SSF50044;
Q95V55		FOXO_DROME	reviewed	Forkhead box protein O (dFOXO) (Protein FKHR)	foxo Afx CG3143	613	Drosophila melanogaster (Fruit fly)	7227	PF00250;	SSF46785;
Q95YI5		US74C_DROME	reviewed	UDP-sugar transporter UST74c (Protein fringe connection)	frc UST74C CG3874	373	Drosophila melanogaster (Fruit fly)	7227	PF03151;	
Q960N3		CORT_DROME	reviewed	Protein cortex	cort CG11330	483	Drosophila melanogaster (Fruit fly)	7227	PF00400;	SSF50978;
Q960V3		MILT_DROME	reviewed	Trafficking kinesin-binding protein milt (Protein milton)	milt CG43227	1122	Drosophila melanogaster (Fruit fly)	7227	PF04849;PF12448;	
Q960X4		TIP60_DROME	reviewed	Histone acetyltransferase Tip60 (EC 2.3.1.48) (Tat interactive protein 60kDa)	Tip60 CG6121	541	Drosophila melanogaster (Fruit fly)	7227	PF01853;PF11717;PF17772;	SSF55729;SSF54160;
Q960X8		HRS_DROME	reviewed	Hepatocyte growth factor-regulated tyrosine kinase substrate	Hrs CG2903	760	Drosophila melanogaster (Fruit fly)	7227	PF01363;PF12210;PF00790;	SSF48464;SSF57903;
Q960Z0		KI10A_DROME	reviewed	Kinesin-like protein Klp10A (Kinesin-like protein at cytological position 10A)	Klp10A CG1453	805	Drosophila melanogaster (Fruit fly)	7227	PF22923;PF00225;	SSF52540;
Q961D9		BCL9_DROME	reviewed	Protein BCL9 homolog (Protein legless)	lgs BCL9 CG2041	1469	Drosophila melanogaster (Fruit fly)	7227	PF11502;	
Q967D7		TUTL_DROME	reviewed	Protein turtle	tutl CG15427	1531	Drosophila melanogaster (Fruit fly)	7227	PF00041;PF07679;PF13927;PF07686;	SSF49265;SSF48726;
Q99323		MYSN_DROME	reviewed	Myosin heavy chain, non-muscle (Myosin II) (Non-muscle MHC) (Zipper protein)	zip CG15792	2057	Drosophila melanogaster (Fruit fly)	7227	PF00612;PF00063;PF02736;PF01576;	SSF90257;SSF52540;
Q9BIR7		HSP75_DROME	reviewed	Major heat shock 70 kDa protein Bc (Heat shock protein 70Bc) (HSP70-87C1)	Hsp70Bc CG6489	641	Drosophila melanogaster (Fruit fly)	7227	PF00012;	SSF53067;SSF100934;SSF100920;
Q9BIS2		HSP73_DROME	reviewed	Major heat shock 70 kDa protein Bb (Heat shock protein 70Bb) (HSP70-87C1)	Hsp70Bb CG31359	641	Drosophila melanogaster (Fruit fly)	7227	PF00012;	SSF53067;SSF100934;SSF100920;
Q9BJZ5		FUSIL_DROME	reviewed	RNA-binding protein fusilli	fus CG8205	967	Drosophila melanogaster (Fruit fly)	7227		SSF54928;
Q9GNK5		PGPLC_DROME	reviewed	Peptidoglycan-recognition protein LC (Immune response deficient 7 protein)	PGRP-LC ird7 PGRPLC CG4432	520	Drosophila melanogaster (Fruit fly)	7227	PF01510;	SSF55846;
Q9GPJ1		SKEL2_DROME	reviewed	Protein Skeletor, isoforms D/E	Skel CG43161	1503	Drosophila melanogaster (Fruit fly)	7227	PF25489;PF10517;PF03351;	
Q9GQF1		JIP3_DROME	reviewed	JNK-interacting protein 3 (Protein sunday driver)	syd CG8110	1227	Drosophila melanogaster (Fruit fly)	7227	PF16471;PF09744;PF19056;	SSF50969;
Q9GQN5		ATRX_DROME	reviewed	Transcriptional regulator ATRX homolog (EC 3.6.4.12) (ATP-dependent helicase XNP) (X-linked nuclear protein) (d-xnp) (dXNP)	XNP CG4548	1311	Drosophila melanogaster (Fruit fly)	7227	PF00271;PF00176;	SSF52540;
Q9GQQ0		SPIN_DROME	reviewed	Protein spinster (Protein benchwarmer) (Protein diphthong)	spin bnch CG8428	605	Drosophila melanogaster (Fruit fly)	7227	PF07690;	SSF103473;
Q9GSR1		DPOZ_DROME	reviewed	DNA polymerase zeta catalytic subunit (EC 2.7.7.7)	PolZ1 Dmpolzeta DNApol-zeta DNApolZ1 mus205 rev3 CG1925	2130	Drosophila melanogaster (Fruit fly)	7227	PF00136;PF03104;PF24055;PF24065;PF14260;	SSF56672;SSF53098;
Q9GYU8		NUP88_DROME	reviewed	Nuclear pore complex protein Nup88 (88 kDa nuclear pore complex protein) (Nucleoporin Nup88) (Protein members only) (dNup88)	mbo Nup88 CG6819	702	Drosophila melanogaster (Fruit fly)	7227	PF10168;	
Q9GYV5		NEMO_DROME	reviewed	NF-kappa-B essential modulator (Inhibitor of nuclear factor kappa B kinase subunit gamma) (DmIKKgamma) (NEMO homolog)	key IKKGAMMA CG16910	387	Drosophila melanogaster (Fruit fly)	7227	PF16516;	
Q9I7F7		ACKL_DROME	reviewed	Activated Cdc42 kinase-like (EC 2.7.10.2) (Tyrosine-protein kinase PR2)	Ack-like PR2 CG43741	1337	Drosophila melanogaster (Fruit fly)	7227	PF00786;PF07714;PF22931;	SSF56112;SSF50044;
Q9I7H9		OGFD1_DROME	reviewed	Prolyl 3-hydroxylase sudestada1 (EC 1.14.11.-) (2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1 homolog) (uS12 prolyl 3-hydroxylase)	sud1 CG18761 CG31120 CG44254	536	Drosophila melanogaster (Fruit fly)	7227	PF13661;PF10637;	
Q9I7I0		CCNB3_DROME	reviewed	G2/mitotic-specific cyclin-B3	CycB3 CG5814	575	Drosophila melanogaster (Fruit fly)	7227	PF02984;PF00134;	SSF47954;
Q9I7I7		SIRT2_DROME	reviewed	NAD-dependent protein deacetylase Sirt2 (EC 2.3.1.286) (Protein Sirtuin 2) (Regulatory protein SIR2 homolog) (SIR2-related protein)	Sirt2 CG5085	355	Drosophila melanogaster (Fruit fly)	7227	PF02146;	SSF52467;
Q9I7K0		JUPIT_DROME	reviewed	Microtubule-associated protein Jupiter	Jupiter G147 CG31363	208	Drosophila melanogaster (Fruit fly)	7227	PF17054;	
Q9I7K5		TMEDE_DROME	reviewed	Transmembrane emp24 domain-containing protein eca (Protein eclair)	eca CG33104	216	Drosophila melanogaster (Fruit fly)	7227	PF01105;	
Q9I7K6		NASP_DROME	reviewed	Nuclear autoantigenic sperm protein homolog	Nasp CG8223	492	Drosophila melanogaster (Fruit fly)	7227		SSF48452;
Q9I7U4		TITIN_DROME	reviewed	Titin (D-Titin) (Kettin)	sls titin CG1915	18141	Drosophila melanogaster (Fruit fly)	7227	PF00041;PF07679;PF07653;	SSF49265;SSF48726;SSF50044;
Q9I7X6		CARME_DROME	reviewed	Carnosine N-methyltransferase unmet (EC 2.1.1.22) (Protein unmet expectations)	unmet CG11596	456	Drosophila melanogaster (Fruit fly)	7227	PF07942;	SSF53335;
Q9N2M8		HECA_DROME	reviewed	Headcase protein [Cleaved into: Headcase short protein]	heca hdc CG15532	1080	Drosophila melanogaster (Fruit fly)	7227	PF16002;PF15353;	
Q9N658		GFI1_DROME	reviewed	Zinc finger protein sens (Protein senseless)	sens Lyra CG32120	541	Drosophila melanogaster (Fruit fly)	7227	PF00096;	SSF57667;
Q9NB04		PATJ_DROME	reviewed	Patj homolog	Patj CG12021	871	Drosophila melanogaster (Fruit fly)	7227	PF00595;	SSF50156;
Q9NB71		HIW_DROME	reviewed	E3 ubiquitin-protein ligase highwire (EC 2.3.2.33) (Protein pam/highwire/rpm-1)	hiw CG32592	5233	Drosophila melanogaster (Fruit fly)	7227	PF08005;PF00415;PF13540;	SSF81296;SSF49785;SSF50985;SSF57850;
Q9NBD7		CLASP_DROME	reviewed	CLIP-associating protein (Misexpression suppressor of ras 7) (Protein Multiple asters) (Mast) (Protein Orbit) (Protein chromosome bows)	chb CLASP Mast MESR7 orbit CG32435	1491	Drosophila melanogaster (Fruit fly)	7227	PF21040;PF12348;PF21041;	SSF48371;
Q9NBK5		TRC_DROME	reviewed	Serine/threonine-protein kinase tricornered (EC 2.7.11.1) (NDR protein kinase) (Serine/threonine-protein kinase 38-like) (Serine/threonine-protein kinase tricorner)	trc CG8637	463	Drosophila melanogaster (Fruit fly)	7227	PF00069;PF00433;	SSF56112;
Q9NDJ2		DOM_DROME	reviewed	Chromatin remodeling protein domino (EC 3.6.4.-)	dom CG9696	3198	Drosophila melanogaster (Fruit fly)	7227	PF00271;PF07529;PF00176;	SSF52540;
Q9NDM2		GUTR1_DROME	reviewed	Protein trapped in endoderm-1	Tre1 CG3171	392	Drosophila melanogaster (Fruit fly)	7227	PF00001;	SSF81321;
Q9NFT7		HXK2_DROME	reviewed	Hexokinase-2 (EC 2.7.1.1) (Hexokinase testis)	Hex-T DHK-453 Hex Hex-t2 CG32849	486	Drosophila melanogaster (Fruit fly)	7227	PF00349;PF03727;	SSF53067;
Q9NFU0		FMR1_DROME	reviewed	Fragile X messenger ribonucleoprotein 1 homolog (FMRP) (dFMR1)	Fmr1 FXR CG6203	684	Drosophila melanogaster (Fruit fly)	7227	PF12235;PF00013;PF17904;PF18336;	SSF54791;
Q9NFZ3		GBGE_DROME	reviewed	Guanine nucleotide-binding protein subunit gamma-e (Ggamma(e))	Ggamma30A Ggammae CG3694	72	Drosophila melanogaster (Fruit fly)	7227	PF00631;	SSF48670;
Q9NG98		TOP3A_DROME	reviewed	DNA topoisomerase 3-alpha (EC 5.6.2.1) (DNA topoisomerase III alpha)	Top3alpha CG10123	1250	Drosophila melanogaster (Fruit fly)	7227	PF01131;PF01751;PF06839;PF01396;	SSF56712;
Q9NGX9		CP302_DROME	reviewed	Cytochrome P450 302a1, mitochondrial (EC 1.14.15.44) (Protein disembodied)	dib CYP302A1 CG12028	489	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q9NHA8		BGBP3_DROME	reviewed	Gram-negative bacteria-binding protein 3	GNBP3 CG5008	490	Drosophila melanogaster (Fruit fly)	7227	PF15886;PF00722;	SSF49899;
Q9NHB0		GNBP1_DROME	reviewed	Gram-negative bacteria-binding protein 1	GNBP1 CG6895	494	Drosophila melanogaster (Fruit fly)	7227	PF15886;	SSF49899;
Q9NHD5		SAN_DROME	reviewed	Probable N-acetyltransferase san (EC 2.3.1.258) (N-epsilon-acetyltransferase san) (EC 2.3.1.-) (Protein atado) (Protein separation anxiety)	san span CG12352	184	Drosophila melanogaster (Fruit fly)	7227	PF00583;	SSF55729;
Q9NHE5		CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	1447	Drosophila melanogaster (Fruit fly)	7227	PF25341;PF06292;PF00169;	SSF50729;
Q9NHV9		VAV_DROME	reviewed	Protein vav (DroVav) (dVAV)	Vav CG7893	793	Drosophila melanogaster (Fruit fly)	7227	PF00130;PF00307;PF00621;PF00017;PF00018;PF22697;	SSF47576;SSF48065;SSF50729;SSF55550;SSF50044;
Q9NHX0		RBX1B_DROME	reviewed	RING-box protein 1B (Regulator of cullins 1b)	Roc1b ROC2 CG16988	122	Drosophila melanogaster (Fruit fly)	7227	PF12678;	SSF57850;
Q9NI63		PMYT1_DROME	reviewed	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase) (dMyt1)	Myt1 CG32417	533	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
Q9NII1		ADAR_DROME	reviewed	Double-stranded RNA-specific editase Adar (EC 3.5.-.-) (Adenosine deaminase that act on RNA) (Pre-mRNA adenosine deaminase) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dADAR) (dsRNA adenosine deaminase)	Adar hypnos-2 CG12598	676	Drosophila melanogaster (Fruit fly)	7227	PF02137;PF00035;	SSF54768;
Q9NIP6		CP2B_DROME	reviewed	Cardio acceleratory peptide 2b (Capability protein) (Myotropin-CAP2b-like protein) [Cleaved into: CAP-1 (CAP2b-1) (Capa-1); CAP-2 (CAP2b-2) (Capa-2); CAP-3 (CAP2b-3) (Capa-3) (Myotropin) (Pyrokinin-1)]	Capa MT-CAP2b CG15520	151	Drosophila melanogaster (Fruit fly)	7227	PF08259;	
Q9NIV1		E2AK3_DROME	reviewed	Eukaryotic translation initiation factor 2-alpha kinase (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (DmPEK) (PEK) (PERK)	PEK EIF2AK3 CG2087	1162	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;SSF50998;
Q9NJG9		SUZ12_DROME	reviewed	Polycomb protein Su(z)12 (Suppressor 12 of zeste protein)	Su(z)12 CG8013	900	Drosophila melanogaster (Fruit fly)	7227	PF09733;PF23320;	
Q9NJH0		EF1G_DROME	reviewed	Elongation factor 1-gamma (EF1gamma) (eEF-1B gamma)	eEF1gamma Ef1g CG11901	431	Drosophila melanogaster (Fruit fly)	7227	PF00647;PF00043;PF02798;	SSF89942;SSF47616;SSF52833;
Q9NK54		CHIF_DROME	reviewed	Protein chiffon [Cleaved into: Chiffon-A (Chiffon-N); Chiffon-C]	chif CG5813	1711	Drosophila melanogaster (Fruit fly)	7227	PF07535;	
Q9NKV0		MLF_DROME	reviewed	Myeloid leukemia factor (Myelodysplasia-myeloid leukemia factor) (dMLF)	Mlf CG8295	376	Drosophila melanogaster (Fruit fly)	7227	PF10248;	
Q9TVM2		XPO1_DROME	reviewed	Exportin-1 (Chromosome region maintenance 1 protein) (Protein embargoed)	emb Crm1 CG13387	1063	Drosophila melanogaster (Fruit fly)	7227	PF08767;PF18777;PF18784;PF18787;PF03810;PF08389;	SSF48371;
Q9TVQ5		SPT4H_DROME	reviewed	Transcription elongation factor SPT4 (DRB sensitivity-inducing factor small subunit) (DSIF small subunit) (dSpt4)	spt4 CG12372	116	Drosophila melanogaster (Fruit fly)	7227	PF06093;	SSF63393;
Q9U1H0		CIC_DROME	reviewed	Putative transcription factor capicua (Protein fettucine)	cic fet CG43122	1832	Drosophila melanogaster (Fruit fly)	7227	PF00505;PF25981;	SSF47095;
Q9U1H9		NXF1_DROME	reviewed	Nuclear RNA export factor 1 (Protein small bristles) (Protein tip-associating)	sbr nxf1 CG1664	672	Drosophila melanogaster (Fruit fly)	7227	PF24048;PF22602;PF09162;PF03943;	SSF52058;SSF54427;SSF54928;SSF46934;
Q9U1K1		SPIR_DROME	reviewed	Protein spire	spir p150-Spir CG10076	1020	Drosophila melanogaster (Fruit fly)	7227	PF16474;	SSF57903;
Q9U3V9		XMAS_DROME	reviewed	Protein xmas	xmas xmas-1 xmas-2 CG46386	2079	Drosophila melanogaster (Fruit fly)	7227	PF03399;	SSF54928;
Q9U405		GRAU_DROME	reviewed	Transcription factor grauzone	grau CG3282	570	Drosophila melanogaster (Fruit fly)	7227	PF07776;PF00096;PF13894;	SSF57667;SSF57716;
Q9U4G1		BDL_DROME	reviewed	Protein borderless	bdl CG16857	719	Drosophila melanogaster (Fruit fly)	7227	PF00041;PF07679;PF13927;PF07686;	SSF49265;SSF48726;
Q9U4H5		TM2D3_DROME	reviewed	TM2 domain-containing protein almondex (TM2D3) (Beta-amyloid peptide binding-like protein amx) (dBBP-like protein) (dBLP)	amx CG12127	284	Drosophila melanogaster (Fruit fly)	7227	PF05154;	
Q9U5L1		SRPRA_DROME	reviewed	Signal recognition particle receptor subunit alpha homolog (DP-alpha) (Docking protein alpha) (SR-alpha) (GTP-binding protein)	SrpRalpha Gtp-bp CG2522	614	Drosophila melanogaster (Fruit fly)	7227	PF04086;PF00448;PF02881;	SSF47364;SSF52540;SSF64356;
Q9U6A0		NCKX_DROME	reviewed	Sodium/potassium/calcium exchanger Nckx30C (Na(+)/K(+)/Ca(2+)-exchange protein Nckx30C)	Nckx30C CG18660	881	Drosophila melanogaster (Fruit fly)	7227	PF01699;	
Q9U6B8		ORAI1_DROME	reviewed	Calcium release-activated calcium channel protein 1 (Protein orai)	Orai CRACM1 olf186-F CG11430	351	Drosophila melanogaster (Fruit fly)	7227	PF07856;	
