entry	pos	evidence	id	note	origin
Q00168	1-530		PRO_0000086095	Calcium	chain
Q00174	23-3712		PRO_0000017064	Laminin subunit alpha	chain
Q00449	1-1302		PRO_0000093347	Multidrug resistance protein homolog 49	chain
Q00637	18-217		PRO_0000032879	Superoxide dismutase [Mn], mitochondrial	chain
Q00725	22-297		PRO_0000022332	Salivary glue protein Sgs-4	chain
Q00748	1-1302		PRO_0000093348	Multidrug resistance protein homolog 65	chain
Q00805	25-444		PRO_0000021331	Protein giant-lens	chain
Q00963	1-2291		PRO_0000073468	Spectrin beta chain	chain
Q01068	1-224		PRO_0000127171	Enhancer of split m3 protein	chain
Q01069	1-195		PRO_0000127176	Enhancer of split mbeta protein	chain
Q01070	1-205		PRO_0000127177	Enhancer of split mgamma protein	chain
Q01071	1-173		PRO_0000127178	Enhancer of split mdelta protein	chain
Q01083	29-234		PRO_0000007737	Protein spitz	chain
Q01295	1-727		PRO_0000047069	Broad-complex core protein isoforms 1	chain
Q01583	1-1211		PRO_0000218473	Diacylglycerol kinase 1	chain
Q01603	21-690		PRO_0000023638	Peroxidase	chain
Q01604	1-415		PRO_0000145843	Phosphoglycerate kinase	chain
Q01617	1-606		PRO_0000081520	Protein couch potato	chain
Q01637	1-493		PRO_0000139652	Uridine 5'-monophosphate synthase	chain
Q01642	1-63		PRO_0000096583	Male-specific sperm protein Mst84Da	chain
Q01643	1-74		PRO_0000096584	Male-specific sperm protein Mst84Db	chain
Q01644	1-55		PRO_0000096585	Male-specific sperm protein Mst84Dc	chain
Q01645	1-72		PRO_0000096586	Male-specific sperm protein Mst84Dd	chain
Q01819	25-658		PRO_0000020979	Connectin	chain
Q01820	1-569		PRO_0000087442	Protein germ cell-less	chain
Q01842	1-732		PRO_0000204131	Ets DNA-binding protein pokkuri	chain
Q01989	1-1253		PRO_0000123389	Myosin heavy chain 95F	chain
Q02280	1-1174		PRO_0000053964	Potassium voltage-gated channel protein eag	chain
Q02308	1-1077		PRO_0000083990	Protein hairless	chain
Q02360	1-365		PRO_0000091910	Fork head domain-containing protein L1	chain
Q02361	1-456		PRO_0000091911	Fork head domain-containing protein FD3	chain
Q02427	1-144		PRO_0000081797	RNA-binding protein 1	chain
Q02637	1-449		PRO_0000076631	CCAAT	chain
Q02645	1-1156		PRO_0000218539	Protein hu-li tai shao	chain
Q02748	1-403		PRO_0000054947	Eukaryotic initiation factor 4A	chain
Q02870	1-798		PRO_0000101990	General transcription and DNA repair factor IIH helicase	chain
Q02910	1-864		PRO_0000079290	Calphotin	chain
Q02926	1-471		PRO_0000081751	Ribonucleoprotein RB97D	chain
Q02936	85-257		PRO_0000013203	Protein hedgehog N-product	chain
Q02936	85-471		PRO_0000013202	Protein hedgehog	chain
Q03017	1-500		PRO_0000067055	NF-kappa-B inhibitor cactus	chain
Q03019	1-426		PRO_0000198659	Cdc25-like protein phosphatase twine	chain
Q03042	1-768		PRO_0000086120	cGMP-dependent protein kinase, isozyme 1	chain
Q03043	1-1088		PRO_0000086121	cGMP-dependent protein kinase, isozyme 2 forms cD4	chain
Q03334	2-151		PRO_0000115676	Small ribosomal subunit protein uS15	chain
Q03372	1-515		PRO_0000049079	Muscle segmentation homeobox	chain
Q03427	1-621		PRO_0000063827	Lamin-C	chain
Q03445	28-991		PRO_0000011555	Glutamate receptor 1	chain
Q03720	1-1200		PRO_0000054141	Calcium-activated potassium channel slowpoke	chain
Q03751	1-249		PRO_0000071075	DnaJ homolog subfamily C member 5 homolog	chain
Q04047	1-700		PRO_0000081662	Protein no-on-transient A	chain
Q04164	42-1693		PRO_0000022281	Putative epidermal cell surface receptor	chain
Q04448	?-309		PRO_0000034051	Bifunctional methylenetetrahydrofolate dehydrogenase	chain
Q04499	31-681		PRO_0000025803	Proline dehydrogenase 1, mitochondrial	chain
Q04652	1-1477		PRO_0000016651	Ring canal kelch protein	chain
Q04652	1-689		PRO_0000016652	Kelch short protein	chain
Q04688	1-464		PRO_0000204094	DNA-binding protein Ets97D	chain
Q04691	18-1029		PRO_0000021232	Fat-body protein 1	chain
Q04787	1-429		PRO_0000048841	Brain-specific homeobox protein	chain
Q05192	1-808		PRO_0000053740	Nuclear hormone receptor FTZ-F1 beta	chain
Q05201	1-766		PRO_0000218655	Protein phosphatase eya	chain
Q05319	1-543	ECO:0000255	PRO_0000028141	Serine proteinase stubble non-catalytic chain	chain
Q05319	544-787	ECO:0000255	PRO_0000028142	Serine proteinase stubble catalytic chain	chain
Q05337	1-399		PRO_0000203775	Guanine nucleotide-binding protein G(f) subunit alpha	chain
Q05344	1-723		PRO_0000048604	FACT complex subunit Ssrp1	chain
Q05547	1-302		PRO_0000058793	Serine	chain
Q05652	1-501		PRO_0000086161	Serine	chain
Q05733	1-847		PRO_0000146953	Histidine decarboxylase	chain
Q05783	1-112		PRO_0000048552	High mobility group protein D	chain
Q05825	32-505		PRO_0000002448	ATP synthase subunit beta, mitochondrial	chain
Q05856	1-199		PRO_0000125526	Small nuclear ribonucleoprotein-associated protein B	chain
Q05913	1-577		PRO_0000211233	General transcription factor IIF subunit 1	chain
Q059A4	1-204		PRO_0000461817	Transmembrane protein 186	chain
Q06003	26-461		PRO_0000030721	E3 ubiquitin-protein ligase goliath	chain
Q06453	1-408		PRO_0000048811	Homeobox protein aristaless	chain
Q06521	20-119		PRO_0000022677	Vitelline membrane protein Vm34Ca	chain
Q06559	1-246		PRO_0000130328	Small ribosomal subunit protein uS3	chain
Q06849	2-184		PRO_0000207449	ADP-ribosylation factor-like protein 2	chain
Q06943	1-111		PRO_0000048553	High mobility group protein Z	chain
Q07093	1-676		PRO_0000074121	Head-specific guanylate cyclase	chain
Q07152	1-537		PRO_0000093678	Inosine-5'-monophosphate dehydrogenase	chain
Q07171	29-798		PRO_0000036393	Gelsolin	chain
Q07327	1-597		PRO_0000206292	Protein ROP	chain
Q07407	37-729		PRO_0000016794	Fibroblast growth factor receptor homolog 1	chain
Q07436	1-1427		PRO_0000219443	Protein expanded	chain
Q07553	26-1163		PRO_0000012390	Guanylate cyclase 32E	chain
Q07886	1-521		PRO_0000055004	Probable ATP-dependent RNA helicase Dbp45A	chain
Q07892	18-97		PRO_0000021144	Eclosion hormone	chain
Q08012	1-211		PRO_0000088210	Growth factor receptor-bound protein 2	chain
Q08180	20-764		PRO_0000014802	Irregular chiasm C-roughest protein	chain
Q08473	1-344		PRO_0000081959	RNA-binding protein squid	chain
Q08605	1-581		PRO_0000047071	Transcription activator GAGA	chain
Q08694	19-140		PRO_0000018510	Lysozyme B	chain
Q08832	21-496		PRO_0000000454	Gamma-aminobutyric acid receptor subunit beta-like	chain
Q09024	26-267		PRO_0000014809	Neural	chain
Q09101	31-958		PRO_0000014774	Locomotion-related protein Hikaru genki	chain
Q09103	1-1457		PRO_0000218474	Eye-specific diacylglycerol kinase	chain
Q09147	20-1052		PRO_0000016795	Fibroblast growth factor receptor homolog 2	chain
Q09332	23-1548		PRO_0000012270	UDP-glucose:glycoprotein glucosyltransferase	chain
Q0E8C8	25-450		PRO_5007922613	Serine protease inhibitor 77Ba	chain
Q0E8F2	1-583		PRO_0000463081	Mitochondrial adenyl nucleotide antiporter SCaMC	chain
Q0E908	1-818		PRO_0000437138	Hillarin	chain
Q0E940	1-690		PRO_0000363797	Eukaryotic translation initiation factor 3 subunit B	chain
Q0E959	?-81		PRO_0000344508	Large ribosomal subunit protein bL34m	chain
Q0E961	1-1331		PRO_0000452842	Sodium-dependent transporter bedraggled	chain
Q0E9B6	2-155	ECO:0000250|UniProtKB:P62280	PRO_0000282944	Small ribosomal subunit protein uS17	chain
Q0E9G3	1-834		PRO_0000365807	Protein kintoun	chain
Q0E9H9	29-2016	ECO:0000255	PRO_5004171239	Cell adhesion molecule Dscam1	chain
Q0KHQ5	1-1039	ECO:0000305	PRO_0000436542	Serine	chain
Q0KHT7	1-674		PRO_0000355636	Death-associated protein kinase related	chain
Q0KHU5	1-533		PRO_0000291477	Lysophosphatidylcholine acyltransferase	chain
Q0KHV6	6-721	ECO:0000255	PRO_0000452365	Serine	chain
Q0KHY3	22-1454		PRO_0000355637	Protein mesh	chain
Q0KI28	1-160		PRO_0000420198	Biogenesis of lysosome-related organelles complex 1 subunit 5	chain
Q0KI50	1-1854		PRO_0000365454	Dystrophin, isoform D	chain
Q0KIA2	1-709		PRO_0000337167	PP2C-like domain-containing protein CG9801	chain
Q0KIC3	1-1372		PRO_0000337155	Uncharacterized protein CG43427	chain
Q10714	18-615		PRO_0000028563	Angiotensin-converting enzyme	chain
Q11002	1-828		PRO_0000026497	Calpain-A	chain
Q11002	55-828		PRO_0000026498	Calpain-A catalytic subunit	chain
Q1JUZ1	1-429		PRO_0000452609	Cholesterol 7-desaturase nvd	chain
Q1LZ08	1-668		PRO_0000378981	WD repeat-containing protein 48 homolog	chain
Q1LZ24	1-586		PRO_0000461785	Madf and zinc finger protein 1	chain
Q23970	17-141		PRO_0000012591	Pheromone-binding protein-related protein 6	chain
Q23971	28-135		PRO_0000021952	Antennal-specific protein OS-C	chain
Q23972	1-999		PRO_0000071972	Protein Smaug	chain
Q23973	1-217		PRO_0000096635	Protein matrimony	chain
Q23976	1-631		PRO_0000210183	ATP-dependent DNA helicase 2 subunit 1	chain
Q23977	1-1178		PRO_0000085992	Dual specificity mitogen-activated protein kinase kinase hemipterous	chain
Q23978	1-1011		PRO_0000123454	Unconventional myosin ID	chain
Q23979	1-1035		PRO_0000123455	Unconventional myosin IC	chain
Q23982	21-66		PRO_0000022036	Ejaculatory bulb-specific protein 2	chain
Q23983	1-292		PRO_0000219065	Alpha-soluble NSF attachment protein	chain
Q23985	1-738		PRO_0000219079	Protein deltex	chain
Q23989	1-888		PRO_0000218742	Villin-like protein quail	chain
Q23997	19-452		PRO_0000011979	Imaginal disk growth factor 6	chain
Q24008	1-674		PRO_0000084194	Inactivation-no-after-potential D protein	chain
Q24009	1-905		PRO_0000267718	Protein bicaudal C	chain
Q24020	1-1256		PRO_0000218749	Protein flightless-1	chain
Q24025	1-1038		PRO_0000219089	Dorsal-ventral patterning protein Sog	chain
Q24039	1-213		PRO_0000064990	Protein brother	chain
Q24040	1-213		PRO_0000064920	Protein big brother	chain
Q24046	1-309		PRO_0000219120	Sodium	chain
Q24048	1-323		PRO_0000219121	Sodium	chain
Q24050	1-262		PRO_0000460689	Elongator complex protein 5	chain
Q24087	1-961		PRO_0000198855	DNA repair endonuclease XPF	chain
Q24093	1-398		PRO_0000212459	Abhydrolase domain-containing protein 2	chain
Q24106	1-410		PRO_0000083972	Cell death protein hid	chain
Q24114	27-602		PRO_0000012327	Division abnormally delayed protein	chain
Q24117	1-89		PRO_0000195131	Dynein light chain 1, cytoplasmic	chain
Q24118	1-915		PRO_0000058434	Protein pigeon	chain
Q24119	1-1022		PRO_0000127476	Protein trachealess	chain
Q24120	1-1059		PRO_0000194884	Protein cappuccino	chain
Q24133	1-334		PRO_0000071006	DnaJ protein homolog 1	chain
Q24134	1-578		PRO_0000219133	Negative elongation factor D	chain
Q24139	1-370		PRO_0000090013	Protein commissureless 1	chain
Q24141	1-401		PRO_0000055443	Shugoshin	chain
Q24142	1-601		PRO_0000053591	Nuclear hormone receptor HR78	chain
Q24143	1-723		PRO_0000053557	Nuclear hormone receptor HR96	chain
Q24145	1-939		PRO_0000088137	Tyrosine-protein kinase Shark	chain
Q24151	1-761		PRO_0000182435	Signal transducer and transcription activator	chain
Q24152	1-74		PRO_0000206242	Cyclin-dependent kinases regulatory subunit	chain
Q24154	1-76		PRO_0000219139	Large ribosomal subunit protein eL29	chain
Q24155	20-226		PRO_0000022589	Protein trunk	chain
Q24157	1-325		PRO_0000219174	Beta-1,4-mannosylglycolipid beta-1,3-N-acetylglucosaminyltransferase brn	chain
Q24167	1-1507		PRO_0000127444	Protein similar	chain
Q24168	1-618		PRO_0000127079	Origin recognition complex subunit 2	chain
Q24169	1-460		PRO_0000127094	Origin recognition complex subunit 5	chain
Q24174	1-904		PRO_0000046907	Protein abrupt	chain
Q24178	1-249		PRO_0000124154	Proteasome subunit alpha type-7-1A	chain
Q24179	1-639		PRO_0000206300	Protein sly1 homolog	chain
Q24180	1-576		PRO_0000074088	Deformed epidermal autoregulatory factor 1	chain
Q24185	1-679		PRO_0000219199	Protein hook	chain
Q24186	1-228		PRO_0000124530	Small ribosomal subunit protein uS7A	chain
Q24188	1-208		PRO_0000219284	Protein late bloomer	chain
Q24192	1-187		PRO_0000198886	Ras-like GTP-binding protein RhoL	chain
Q24206	1-880		PRO_0000047070	Broad-complex core protein isoform 6	chain
Q24207	1-228		PRO_0000081497	Protein boule	chain
Q24208	1-475		PRO_0000137444	Eukaryotic translation initiation factor 2 subunit 3	chain
Q24210	1-898		PRO_0000094571	Peripheral plasma membrane protein CASK	chain
Q24211	1-850		PRO_0000072280	Protein stoned-A	chain
Q24212	1-1262		PRO_0000185735	Protein stoned-B	chain
Q24214	1-170		PRO_0000073489	Calcineurin subunit B type 2	chain
Q24238	21-570		PRO_0000024049	Alkaline phosphatase 4	chain
Q24239	1-354		PRO_0000218572	Protein angel	chain
Q24246	1-663		PRO_0000114661	Cytoplasmic dynein 1 intermediate chain	chain
Q24247	31-1146		PRO_0000016320	Integrin alpha-PS1	chain
Q24247	31-?960	ECO:0000255	PRO_0000016321	Integrin alpha-PS1 heavy chain	chain
Q24247	?961-1146	ECO:0000255	PRO_0000016322	Integrin alpha-PS1 light chain	chain
Q24248	1-717		PRO_0000048817	Homeobox protein araucan	chain
Q24251	1-178		PRO_0000071676	ATP synthase subunit d, mitochondrial	chain
Q24255	1-544		PRO_0000048832	Homeobox protein B-H1	chain
Q24256	1-645		PRO_0000048833	Homeobox protein B-H2	chain
Q24266	1-644		PRO_0000046910	Transcription factor btd	chain
Q24270	1-2516		PRO_0000053960	Voltage-dependent calcium channel type D subunit alpha-1	chain
Q24276	1-389		PRO_0000195063	Hsp90 co-chaperone Cdc37	chain
Q24278	1-665		PRO_0000219327	Cyclic nucleotide-gated cation channel subunit A	chain
Q24292	21-3503		PRO_0000004009	Protein dachsous	chain
Q24297	1-88		PRO_0000125539	Small nuclear ribonucleoprotein F	chain
Q24298	262-1507		PRO_0000003880	DE-cadherin	chain
Q24306	1-438		PRO_0000122367	Death-associated inhibitor of apoptosis 1	chain
Q24307	1-498		PRO_0000122368	Death-associated inhibitor of apoptosis 2	chain
Q24311	1-774		PRO_0000119786	Cullin homolog 1	chain
Q24312	1-733		PRO_0000100213	DNA-binding protein Ewg	chain
Q24314	1-1002		PRO_0000055905	Vacuolar protein sorting-associated protein 18 homolog	chain
Q24317	1-438		PRO_0000046733	DNA primase small subunit	chain
Q24318	1-445		PRO_0000219479	Transcription factor Dp	chain
Q24319	19-449		PRO_0000021956	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	chain
Q24320	1-131		PRO_0000133803	DNA-directed RNA polymerases I, II, and III subunit RPABC2	chain
Q24322	1-899		PRO_0000032297	Semaphorin-1A	chain
Q24323	26-724		PRO_0000032301	Semaphorin-2A	chain
Q24324	1-396		PRO_0000085928	Dual specificity mitogen-activated protein kinase kinase dSOR1	chain
Q24325	1-1221		PRO_0000118866	Transcription initiation factor TFIID subunit 2	chain
Q24337	1-104		PRO_0000219348	Protein enhancer of rudimentary	chain
Q24338	1-425		PRO_0000050972	Polycomb protein esc	chain
Q24342	1-412		PRO_0000219175	Fringe glycosyltransferase	chain
Q24352	59-686		PRO_0000000451	Gamma-aminobutyric acid receptor alpha-like	chain
Q24368	1-1027		PRO_0000074333	Chromatin-remodeling complex ATPase chain Iswi	chain
Q24371	1-769		PRO_0000051057	Protein lethal(2)denticleless	chain
Q24372	26-336		PRO_0000014810	Lachesin	chain
Q24388	22-701		PRO_0000013336	Larval serum protein 2	chain
Q24400	1-495		PRO_0000075852	Muscle LIM protein Mlp84B	chain
Q24407	?-106		PRO_0000002532	ATP synthase-coupling factor 6, mitochondrial	chain
Q24418	27-997	ECO:0000255	PRO_0000363996	Glutamate [NMDA] receptor subunit 1	chain
Q24423	1-537		PRO_0000292212	Zinc finger protein Noc	chain
Q24432	1-972		PRO_0000184466	Optomotor-blind protein	chain
Q24434	1-479		PRO_0000058080	Protein ORD	chain
Q24437	1-23		PRO_0000076267	Protein male-specific 40	chain
Q24439	?-209		PRO_0000002650	ATP synthase subunit O, mitochondrial	chain
Q24451	1-1108		PRO_0000206906	Alpha-mannosidase 2	chain
Q24459	1-1043		PRO_0000059339	Polycomb protein Pcl	chain
Q24468	25-516	ECO:0000255	PRO_0000463431	Receptor protein serine	chain
Q24472	1-845		PRO_0000167844	Retinoblastoma family protein	chain
Q24475	1-65		PRO_0000097437	Cell death protein rpr	chain
Q24478	1-1096		PRO_0000232629	Centrosome-associated zinc finger protein Cp190	chain
Q24488	25-685		PRO_0000024462	Tyrosine-protein kinase transmembrane receptor Ror	chain
Q24491	1-197		PRO_0000081896	RNA-binding protein Rsf1	chain
Q24492	1-603		PRO_0000097259	Replication protein A 70 kDa DNA-binding subunit	chain
Q24498	1-5127		PRO_0000219364	Ryanodine receptor	chain
Q24509	1-467		PRO_0000210237	Syntaxin-5	chain
Q24522	1-219		PRO_0000219376	Protein bunched, class 1	chain
Q24523	1-1331		PRO_0000219377	Protein bunched, class 2	chain
Q24524	1-512		PRO_0000219387	Protein singed	chain
Q24533	1-382		PRO_0000048802	SOX domain-containing protein dichaete	chain
Q24535	1-449		PRO_0000199426	Serum response factor homolog	chain
Q24536	1-219		PRO_0000068269	Suppressor-of-stellate-like protein	chain
Q24537	1-393		PRO_0000048543	High mobility group protein DSP1	chain
Q24546	1-1025		PRO_0000033495	Synapsin	chain
Q24546	1-581		PRO_0000033496	Synapsin-1	chain
Q24546	583-1025		PRO_0000033497	Synapsin-2	chain
Q24547	1-291		PRO_0000210235	Syntaxin-1A	chain
Q24558	1-732		PRO_0000154043	Exonuclease 1	chain
Q24560	1-447		PRO_0000048276	Tubulin beta-1 chain	chain
Q24562	1-416		PRO_0000081992	Splicing factor U2AF 50 kDa subunit	chain
Q24563	1-539		PRO_0000069370	Dopamine receptor 2	chain
Q24564	1-635		PRO_0000219426	Moesin	chain
Q24567	30-726		PRO_0000017088	Netrin-A	chain
Q24568	23-793		PRO_0000017089	Netrin-B	chain
Q24570	1-138		PRO_0000083848	Cell death protein Grim	chain
Q24572	1-430		PRO_0000050895	Chromatin assembly factor 1 p55 subunit	chain
Q24573	1-911		PRO_0000200583	Protein dead ringer	chain
Q24574	1-1556		PRO_0000080687	Ubiquitin carboxyl-terminal hydrolase 47	chain
Q24583	1-124		PRO_0000144805	V-type proton ATPase subunit F 1	chain
Q24592	1-1177		PRO_0000088118	Tyrosine-protein kinase hopscotch	chain
Q24595	1-1293		PRO_0000218295	DNA repair protein complementing XP-C cells homolog	chain
Q26263	1-435		PRO_0000127168	Protein deadpan	chain
Q26307	34-474		PRO_0000020730	Protein anachronism	chain
Q26365	1-312		PRO_0000090587	ADP	chain
Q26366	1-453		PRO_0000065807	Protein vestigial	chain
Q26377	20-154	ECO:0000255	PRO_0000341610	Pro-corazonin	chain
Q26416	20-135		PRO_0000006402	Adult cuticle protein 1	chain
Q26454	1-866		PRO_0000194104	DNA replication licensing factor MCM4	chain
Q27237	63-520	ECO:0000255	PRO_0000007258	DnaJ homolog l(2)tid, mitochondrial	chain
Q27268	1-424		PRO_0000055080	ATP-dependent RNA helicase WM6	chain
Q27272	1-278		PRO_0000118894	Transcription initiation factor TFIID subunit 9	chain
Q27294	1-399		PRO_0000081498	RNA-binding protein cabeza	chain
Q27297	1-336		PRO_0000122938	DNA repair protein Rad51 homolog	chain
Q27324	21-610		PRO_0000024466	Tyrosine-protein kinase Drl	chain
Q27331	1-614		PRO_0000144567	V-type proton ATPase catalytic subunit A isoform 2	chain
Q27333	1-510		PRO_0000080568	Dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase Alg3	chain
Q27350	1-416		PRO_0000049315	Protein sine oculis	chain
Q27367	1-491		PRO_0000144164	Protein croquemort	chain
